country,iso_code,date,total vaccinations,people vaccinated,people fully vaccinated,daily vaccinations,total vaccinations per_hundred,people vaccinated per_hundred,people fully vaccinated per_hundred,daily vaccinations per_million,vaccines,source name
Maldives,MDV,24/04/2021,368150,291227,76923,6945,67.72,53.57,14.15,12775,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,25/04/2021,375240,292413,82827,6796,69.03,53.79,15.24,12501,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,26/04/2021,382078,293429,88649,6679,70.28,53.98,16.31,12286,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,27/04/2021,386881,294269,92612,6357,71.17,54.13,17.04,11694,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,28/04/2021,392590,295251,97339,6119,72.22,54.31,17.91,11256,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,29/04/2021,397875,296529,101346,5596,73.19,54.55,18.64,10294,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,01/05/2021,399550,296961,102589,4486,73.5,54.63,18.87,8252,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,02/05/2021,406133,297639,108494,4413,74.71,54.75,19.96,8118,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,03/05/2021,412636,298396,114240,4365,75.91,54.89,21.01,8030,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/05/2021,418925,299407,119518,4578,77.06,55.08,21.99,8421,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,05/05/2021,423770,300189,123581,4454,77.95,55.22,22.73,8193,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/05/2021,427228,300438,126790,4193,78.59,55.27,23.32,7713,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/05/2021,428831,300664,128167,4303,78.88,55.31,23.58,7915,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/05/2021,431792,300906,130886,4606,79.43,55.35,24.08,8473,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/05/2021,435236,301239,133997,4158,80.06,55.41,24.65,7649,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,10/05/2021,437912,301707,136205,3611,80.55,55.5,25.06,6643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,11/05/2021,440987,302097,138890,3152,81.12,55.57,25.55,5798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/05/2021,442560,302482,140078,2684,81.41,55.64,25.77,4937,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,13/05/2021,443176,302506,140670,2278,81.52,55.65,25.88,4190,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/05/2021,443936,302688,141248,2158,81.66,55.68,25.98,3970,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/05/2021,445887,302974,142913,2014,82.02,55.73,26.29,3705,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/05/2021,448708,303336,145372,1925,82.54,55.8,26.74,3541,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/05/2021,451601,303919,147682,1956,83.07,55.91,27.17,3598,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,18/05/2021,453829,304394,149435,1835,83.48,55.99,27.49,3376,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,19/05/2021,455940,304861,151079,1911,83.87,56.08,27.79,3515,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,21/05/2021,459347,305401,153946,2202,84.5,56.18,28.32,4051,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,22/05/2021,461852,305850,156002,2281,84.96,56.26,28.7,4196,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,23/05/2021,464505,306430,158075,2257,85.45,56.37,29.08,4152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,24/05/2021,466740,307210,159530,2163,85.86,56.51,29.35,3979,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,25/05/2021,469381,307927,161454,2222,86.34,56.64,29.7,4087,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,26/05/2021,470836,308423,162413,2128,86.61,56.74,29.88,3914,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,27/05/2021,472694,308905,163789,2150,86.95,56.82,30.13,3955,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,28/05/2021,473035,309022,164013,1955,87.02,56.85,30.17,3596,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,29/05/2021,474625,309444,165181,1825,87.31,56.92,30.39,3357,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,30/05/2021,476305,309815,166490,1686,87.62,56.99,30.63,3101,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,31/05/2021,477916,310159,167757,1597,87.91,57.05,30.86,2938,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,01/06/2021,479294,310405,168889,1416,88.17,57.1,31.07,2605,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,02/06/2021,480939,310834,170105,1443,88.47,57.18,31.29,2654,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,03/06/2021,482340,311225,171115,1378,88.73,57.25,31.48,2535,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/06/2021,482628,311325,171303,1370,88.78,57.27,31.51,2520,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,05/06/2021,484003,311740,172263,1340,89.03,57.35,31.69,2465,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/06/2021,485424,312133,173291,1303,89.29,57.42,31.88,2397,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/06/2021,486833,312574,174259,1274,89.55,57.5,32.06,2344,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/06/2021,488203,313085,175118,1273,89.81,57.59,32.21,2342,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/06/2021,489415,313485,175930,1211,90.03,57.67,32.36,2228,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,10/06/2021,490407,313609,176798,1152,90.21,57.69,32.52,2119,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/06/2021,491834,313865,177969,1119,90.47,57.74,32.74,2058,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,13/06/2021,492718,314059,178659,1042,90.64,57.77,32.86,1917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/06/2021,493630,314194,179436,971,90.8,57.8,33.01,1786,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/06/2021,494794,314538,180256,942,91.02,57.86,33.16,1733,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/06/2021,495873,314755,181118,923,91.22,57.9,33.32,1698,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/06/2021,496662,314903,181759,894,91.36,57.93,33.43,1645,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,19/06/2021,497871,315156,182715,862,91.58,57.97,33.61,1586,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,20/06/2021,498655,315282,183373,848,91.73,58,33.73,1560,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,21/06/2021,499609,315397,184212,854,91.9,58.02,33.89,1571,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,22/06/2021,500485,315620,184865,813,92.07,58.06,34.01,1496,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,23/06/2021,501493,315822,185671,803,92.25,58.1,34.15,1477,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,24/06/2021,502546,315975,186571,841,92.44,58.12,34.32,1547,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,25/06/2021,502846,316069,186777,797,92.5,58.14,34.36,1466,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,26/06/2021,503997,316261,187736,875,92.71,58.18,34.53,1610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,27/06/2021,505285,316497,188788,947,92.95,58.22,34.73,1742,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,28/06/2021,506233,316704,189529,946,93.12,58.26,34.86,1740,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,29/06/2021,507074,316847,190227,941,93.28,58.28,34.99,1731,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,30/06/2021,507741,317012,190729,893,93.4,58.31,35.08,1643,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,01/07/2021,508655,317214,191441,873,93.57,58.35,35.22,1606,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,02/07/2021,508969,317244,191725,875,93.63,58.36,35.27,1610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,03/07/2021,509637,317316,192321,806,93.75,58.37,35.38,1483,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/07/2021,512200,317398,194802,988,94.22,58.39,35.83,1817,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,05/07/2021,517333,317549,199784,1586,95.16,58.41,36.75,2917,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/07/2021,524007,317762,206245,2419,96.39,58.45,37.94,4450,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/07/2021,530921,317869,213052,3311,97.66,58.47,39.19,6091,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/07/2021,537803,318142,219661,4164,98.93,58.52,40.41,7660,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/07/2021,539092,318142,220950,4303,99.17,58.52,40.64,7915,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,11/07/2021,554371,318756,235615,6024,101.98,58.64,43.34,11081,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/07/2021,561748,319378,242370,6345,103.33,58.75,44.58,11672,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,13/07/2021,566553,319712,246841,6078,104.22,58.81,45.41,11181,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/07/2021,571291,320059,251232,5767,105.09,58.88,46.21,10609,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/07/2021,575737,320457,255280,5419,105.91,58.95,46.96,9968,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/07/2021,576436,320482,255954,5335,106.04,58.95,47.08,9814,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/07/2021,579301,320776,258525,4653,106.56,59.01,47.56,8559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,19/07/2021,580648,320887,259761,2700,106.81,59.03,47.78,4967,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,21/07/2021,581272,320991,260281,1426,106.93,59.05,47.88,2623,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,22/07/2021,581726,321107,260619,856,107.01,59.07,47.94,1575,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,23/07/2021,582029,321255,260774,799,107.07,59.1,47.97,1470,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,24/07/2021,582341,321350,260991,434,107.12,59.11,48.01,798,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,26/07/2021,583034,321429,261605,341,107.25,59.13,48.12,627,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,27/07/2021,583651,321523,262128,384,107.36,59.14,48.22,706,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,28/07/2021,584661,321594,263067,484,107.55,59.16,48.39,890,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,30/07/2021,586677,321764,264913,664,107.92,59.19,48.73,1221,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,31/07/2021,590954,322710,268244,1230,108.71,59.36,49.34,2263,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,01/08/2021,595120,323568,271552,1776,109.47,59.52,49.95,3267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,02/08/2021,600009,325060,274949,2425,110.37,59.8,50.58,4461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,03/08/2021,604808,326339,278469,3022,111.26,60.03,51.22,5559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/08/2021,607932,327579,280353,3324,111.83,60.26,51.57,6115,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/08/2021,612056,329403,282653,3626,112.59,60.59,51.99,6670,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/08/2021,614833,330504,284329,3411,113.1,60.8,52.3,6275,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/08/2021,617585,331654,285931,3209,113.61,61.01,52.6,5903,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/08/2021,620415,332816,287599,2915,114.13,61.22,52.9,5362,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,10/08/2021,631716,339980,291736,3844,116.21,62.54,53.67,7071,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,11/08/2021,633914,341009,292905,3712,116.61,62.73,53.88,6828,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/08/2021,636620,342511,294109,3804,117.11,63.01,54.1,6998,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,13/08/2021,637157,342793,294364,3586,117.21,63.06,54.15,6597,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/08/2021,638940,343901,295039,3444,117.53,63.26,54.27,6335,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/08/2021,645008,349136,295872,3918,118.65,64.22,54.43,7207,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/08/2021,650690,354192,296498,4325,119.7,65.15,54.54,7956,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/08/2021,653886,356883,297003,3167,120.28,65.65,54.63,5826,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,18/08/2021,657203,359647,297556,3327,120.89,66.16,54.74,6120,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,19/08/2021,662392,364064,298328,3682,121.85,66.97,54.88,6773,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,20/08/2021,663265,364847,298418,3730,122.01,67.11,54.89,6861,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,21/08/2021,667225,368148,299077,4041,122.74,67.72,55.02,7434,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,22/08/2021,672365,372777,299588,3908,123.68,68.57,55.11,7189,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,23/08/2021,676694,376630,300064,3715,124.48,69.28,55.2,6834,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,24/08/2021,679806,379379,300427,3703,125.05,69.79,55.26,6812,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,25/08/2021,681050,380379,300671,3407,125.28,69.97,55.31,6267,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,26/08/2021,682823,381745,301078,2919,125.61,70.22,55.38,5370,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,27/08/2021,683091,381902,301189,2832,125.66,70.25,55.4,5210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,28/08/2021,684200,382677,301523,2425,125.86,70.39,55.47,4461,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,29/08/2021,684946,383089,301857,1797,126,70.47,55.53,3306,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,30/08/2021,685802,383620,302182,1301,126.15,70.57,55.59,2393,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,31/08/2021,686956,384444,302512,1021,126.37,70.72,55.65,1878,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,03/09/2021,689039,385554,303485,850,126.75,70.92,55.83,1564,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,04/09/2021,689522,385855,303667,760,126.84,70.98,55.86,1398,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,05/09/2021,690218,386253,303965,753,126.97,71.05,55.91,1385,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,06/09/2021,692085,386514,305571,898,127.31,71.1,56.21,1652,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,07/09/2021,694902,386807,308095,1135,127.83,71.15,56.67,2088,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,08/09/2021,697787,387195,310592,1448,128.36,71.23,57.13,2664,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,09/09/2021,702063,388053,314010,1960,129.15,71.38,57.76,3605,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,10/09/2021,703328,388299,315029,2041,129.38,71.43,57.95,3754,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,11/09/2021,707856,388776,319080,2619,130.21,71.52,58.7,4818,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,12/09/2021,710805,389235,321570,2941,130.75,71.6,59.15,5410,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,13/09/2021,713236,389557,323679,3022,131.2,71.66,59.54,5559,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,14/09/2021,715975,389821,326154,3010,131.71,71.71,60,5537,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,15/09/2021,718915,390285,328630,3018,132.25,71.79,60.45,5552,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,16/09/2021,720666,390644,330022,2658,132.57,71.86,60.71,4889,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,17/09/2021,720978,390672,330306,2521,132.63,71.86,60.76,4637,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
Maldives,MDV,18/09/2021,722370,390965,331405,2073,132.88,71.92,60.96,3813,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives
