country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,year,month,continent
Bahrain,BHR,2021-03-08,2334559,1111826,1059925,7263,133.53,63.59,60.63,4154,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-03-06,1788987,980436,808551,19028,102.33,56.08,46.25,10884,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-02-07,2133703,1061023,993896,17712,122.04,60.69,56.85,10131,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,February,Asia
Bahrain,BHR,2021-01-06,1755570,957173,798397,19196,100.42,54.75,45.67,10980,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,January,Asia
Bahrain,BHR,2021-04-20,1118519,627047,491472,18451,63.98,35.87,28.11,10554,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-19,1097352,612834,484518,17624,62.77,35.05,27.71,10081,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-05-04,836788,534356,302432,12826,47.86,30.56,17.3,7336,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-04-04,817379,530415,286964,11666,46.75,30.34,16.41,6673,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-03-04,797924,527339,270585,10560,45.64,30.16,15.48,6040,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-02-04,782530,522955,259575,9303,44.76,29.91,14.85,5321,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,February,Asia
Bahrain,BHR,2021-01-04,775196,517603,257593,9602,44.34,29.61,14.73,5492,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,January,Asia
Bahrain,BHR,2021-03-31,766317,510877,255440,10234,43.83,29.22,14.61,5854,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-03-30,755549,502541,253008,10781,43.22,28.74,14.47,6167,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-04-21,1137478,637548,499930,18390,65.06,36.47,28.6,10519,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-03-29,747008,496492,250516,11408,42.73,28.4,14.33,6525,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-03-16,580539,361241,219298,9426,33.21,20.66,12.54,5392,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-03-15,566796,349970,216826,7768,32.42,20.02,12.4,4443,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-09-03,514559,310644,203915,5556,29.43,17.77,11.66,3178,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,September,Asia
Bahrain,BHR,2021-08-03,512420,309741,202679,6352,29.31,17.72,11.59,3633,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,August,Asia
Bahrain,BHR,2021-07-03,509907,308465,201442,7094,29.17,17.64,11.52,4058,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,July,Asia
Bahrain,BHR,2021-06-03,506519,307145,199374,7712,28.97,17.57,11.4,4411,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,June,Asia
Bahrain,BHR,2020-12-31,58643,58643,0,1225,3.35,3.35,0.0,701,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2020,December,Asia
Bahrain,BHR,2020-12-30,57317,57317,0,2622,3.28,3.28,0.0,1500,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2020,December,Asia
Bahrain,BHR,2021-02-06,1775070,969225,805845,19568,101.53,55.44,46.09,11193,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,February,Asia
Bahrain,BHR,2021-03-28,735717,487640,248077,11783,42.08,27.89,14.19,6740,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-04-22,1149633,642572,507061,17330,65.76,36.75,29.0,9913,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2020-12-29,56041,56041,0,2846,3.21,3.21,0.0,1628,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2020,December,Asia
Bahrain,BHR,2021-04-24,1168650,652170,516480,16229,66.85,37.3,29.54,9283,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-23,1156806,646919,509887,16335,66.17,37.0,29.16,9343,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-05-30,1706904,924530,782374,18114,97.63,52.88,44.75,10361,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-05-29,1684849,911847,773002,17884,96.37,52.16,44.21,10229,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-05-28,1671687,905133,766554,18076,95.62,51.77,43.85,10339,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-05-27,1655790,897414,758376,17741,94.71,51.33,43.38,10148,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-05-26,1638092,892030,746062,16960,93.7,51.02,42.67,9701,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-05-18,1506875,855529,651346,12965,86.19,48.94,37.26,7416,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-08-05,1357817,787455,570362,15940,77.67,45.04,32.62,9117,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,August,Asia
Bahrain,BHR,2021-07-05,1347062,780894,566168,15985,77.05,44.67,32.38,9143,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,July,Asia
Bahrain,BHR,2021-06-05,1334658,772205,562453,15783,76.34,44.17,32.17,9028,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,June,Asia
Bahrain,BHR,2021-05-31,1732728,941674,791054,18721,99.11,53.86,45.25,10708,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Bahrain,BHR,2021-04-05,1301773,747409,554364,13573,74.46,42.75,31.71,7764,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-03-05,1283303,732644,550659,12895,73.4,41.91,31.5,7376,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,March,Asia
Bahrain,BHR,2021-02-05,1264087,717024,547063,11907,72.3,41.01,31.29,6811,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,February,Asia
Bahrain,BHR,2021-01-05,1246239,701922,544317,11084,71.28,40.15,31.13,6340,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,January,Asia
Bahrain,BHR,2021-04-30,1235170,693423,541747,11195,70.65,39.66,30.99,6403,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-28,1216359,681686,534673,11269,69.57,38.99,30.58,6446,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-27,1206763,676945,529818,12606,69.03,38.72,30.3,7210,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-26,1193039,667979,525060,13670,68.24,38.21,30.03,7819,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-04-25,1180735,659990,520745,14750,67.54,37.75,29.79,8437,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,April,Asia
Bahrain,BHR,2021-05-05,1318506,759975,558531,14592,75.42,43.47,31.95,8346,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,2021,May,Asia
Barbados,BRB,2021-07-06,144886,83382,61504,790,50.36,28.98,21.38,2746,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-06-06,144312,82885,61427,788,50.16,28.81,21.35,2739,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-05-31,139354,78633,60721,1051,48.44,27.33,21.11,3653,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-04-06,143488,82310,61178,789,49.87,28.61,21.26,2742,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,April,North America
Barbados,BRB,2021-02-06,141282,80392,60890,886,49.11,27.94,21.16,3080,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,February,North America
Barbados,BRB,2021-01-06,140319,79503,60816,1015,48.77,27.63,21.14,3528,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,January,North America
Barbados,BRB,2021-05-06,143649,82458,61191,751,49.93,28.66,21.27,2610,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-08-06,145964,84300,61664,806,50.73,29.3,21.43,2801,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-06-20,158418,92071,66347,1160,55.06,32.0,23.06,4032,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-10-06,148395,86390,62005,859,51.58,30.03,21.55,2986,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-11-06,149233,87132,62101,821,51.87,30.28,21.58,2854,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,November,North America
Barbados,BRB,2021-12-06,149513,87382,62131,838,51.97,30.37,21.6,2913,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,December,North America
Barbados,BRB,2021-06-21,158980,92305,66675,1139,55.26,32.08,23.17,3959,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-06-22,160266,92874,67392,1139,55.7,32.28,23.42,3959,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-06-23,161059,93303,67756,1101,55.98,32.43,23.55,3827,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-06-24,162357,93940,68417,991,56.43,32.65,23.78,3444,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-06-25,163474,94514,68960,947,56.82,32.85,23.97,3292,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-05-30,138798,78245,60553,1067,48.24,27.2,21.05,3709,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-09-06,147036,85175,61861,822,51.11,29.6,21.5,2857,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-06-26,163704,94615,69089,917,56.9,32.89,24.01,3187,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-05-13,116924,75794,41130,1871,40.64,26.34,14.3,6503,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-28,137962,77823,60139,1249,47.95,27.05,20.9,4341,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-06-27,164709,95023,69686,899,57.25,33.03,24.22,3125,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-02-05,92906,74886,18020,2759,32.29,26.03,6.26,9590,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,February,North America
Barbados,BRB,2021-03-05,94991,75006,19985,3045,33.02,26.07,6.95,10584,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,March,North America
Barbados,BRB,2021-04-05,97329,75148,22181,3360,33.83,26.12,7.71,11679,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,April,North America
Barbados,BRB,2021-05-05,100592,75296,25296,3809,34.96,26.17,8.79,13239,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-06-05,103827,75360,28467,4255,36.09,26.19,9.89,14789,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-07-05,105902,75452,30450,4526,36.81,26.23,10.58,15731,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-08-05,107370,75476,31894,2316,37.32,26.23,11.09,8050,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-09-05,108208,75491,32717,2186,37.61,26.24,11.37,7598,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-10-05,110190,75537,34653,2171,38.3,26.25,12.04,7546,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-11-05,112242,75644,36598,2130,39.01,26.29,12.72,7403,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,November,North America
Barbados,BRB,2021-12-05,114643,75724,38919,2007,39.85,26.32,13.53,6976,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,December,North America
Barbados,BRB,2021-05-14,118563,75918,42645,1809,41.21,26.39,14.82,6288,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-15,118824,75920,42904,1636,41.3,26.39,14.91,5686,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-16,119823,75956,43867,1659,41.65,26.4,15.25,5766,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-24,131999,76413,55586,1530,45.88,26.56,19.32,5318,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-25,133214,76523,56691,1434,46.3,26.6,19.7,4984,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-26,135082,77084,57998,1367,46.95,26.79,20.16,4751,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-27,136382,77494,58888,1199,47.4,26.93,20.47,4167,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-05-29,138389,77946,60443,1160,48.1,27.09,21.01,4032,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-12-07,168955,96283,72672,236,58.72,33.47,25.26,820,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,December,North America
Barbados,BRB,2021-09-15,219970,123255,96715,850,76.46,42.84,33.62,2954,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-07-14,169884,96990,72894,304,59.05,33.71,25.34,1057,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-09-20,225823,127457,98366,1096,78.49,44.3,34.19,3809,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-21,227278,128161,99117,1163,79.0,44.55,34.45,4042,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-22,228890,128969,99921,1274,79.56,44.83,34.73,4428,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-23,230848,130046,100802,1407,80.24,45.2,35.04,4890,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-24,232413,131039,101374,1452,80.78,45.55,35.24,5047,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-25,234124,132267,101857,1517,81.38,45.97,35.4,5273,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-05-10,248607,139644,108963,1520,86.41,48.54,37.87,5283,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,May,North America
Barbados,BRB,2021-06-10,249944,140159,109785,1428,86.87,48.72,38.16,4963,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,June,North America
Barbados,BRB,2021-09-19,224441,126623,97818,1027,78.01,44.01,34.0,3570,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-07-10,251232,140616,110616,1331,87.32,48.87,38.45,4626,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-09-10,253554,141820,111734,1205,88.13,49.29,38.84,4188,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-10-10,254344,142182,112162,1173,88.4,49.42,38.98,4077,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-11-10,255645,142623,113022,1182,88.86,49.57,39.28,4108,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,November,North America
Barbados,BRB,2021-12-10,257001,143151,113850,1199,89.33,49.76,39.57,4167,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,December,North America
Barbados,BRB,2021-10-13,258231,143661,114570,1184,89.75,49.93,39.82,4115,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-10-15,260653,144569,116084,1162,90.6,50.25,40.35,4039,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-10-16,261495,144981,116514,1134,90.89,50.39,40.5,3941,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-01-05,91157,74608,16549,2633,31.68,25.93,5.75,9152,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,January,North America
Barbados,BRB,2021-08-10,252521,141307,111214,1243,87.77,49.11,38.66,4320,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-09-18,223505,125925,97580,984,77.68,43.77,33.92,3420,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-16,221000,123950,97050,862,76.81,43.08,33.73,2996,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-09-14,219138,122509,96629,866,76.17,42.58,33.59,3010,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-07-15,170249,97243,73006,311,59.17,33.8,25.38,1081,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-07-16,170851,97714,73137,335,59.38,33.96,25.42,1164,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-07-28,174176,99299,74877,253,60.54,34.51,26.03,879,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-07-29,175323,99544,75779,379,60.94,34.6,26.34,1317,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-07-30,175942,99695,76247,429,61.15,34.65,26.5,1491,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-07-31,175943,99695,76248,429,61.15,34.65,26.5,1491,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-01-08,176467,99921,76546,445,61.34,34.73,26.61,1547,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,January,North America
Barbados,BRB,2021-02-08,176479,99925,76554,403,61.34,34.73,26.61,1401,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,February,North America
Barbados,BRB,2021-09-08,181325,100573,80752,692,63.02,34.96,28.07,2405,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,September,North America
Barbados,BRB,2021-10-08,182786,100698,82088,872,63.53,35.0,28.53,3031,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-08-20,191666,101983,89683,797,66.62,35.45,31.17,2770,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-21,192676,102649,90027,937,66.97,35.68,31.29,3257,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-22,193875,103200,90675,1015,67.39,35.87,31.52,3528,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-23,195008,103822,91186,1103,67.78,36.09,31.69,3834,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-24,196703,104678,92025,1197,68.37,36.38,31.99,4160,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-25,198370,105664,92706,1327,68.95,36.73,32.22,4612,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-08-26,199398,106178,93220,1240,69.31,36.9,32.4,4310,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,August,North America
Barbados,BRB,2021-01-09,207042,112239,94803,1239,71.96,39.01,32.95,4306,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,January,North America
Barbados,BRB,2021-02-09,208439,113404,95035,1292,72.45,39.42,33.03,4491,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,February,North America
Barbados,BRB,2021-07-13,169436,96658,72778,291,58.89,33.6,25.3,1011,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,July,North America
Barbados,BRB,2021-10-17,262359,145339,117020,1145,91.19,50.52,40.67,3980,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
Barbados,BRB,2021-10-21,263548,145648,117900,1129,91.6,50.62,40.98,3924,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,2021,October,North America
