country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,year,month,continent
Montenegro,MNE,2021-06-28,286327,150031,136296,1422,45.59,23.89,21.7,2264,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,June,Europe
Montenegro,MNE,2021-06-27,285858,149994,135864,1457,45.52,23.88,21.63,2320,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,June,Europe
Montenegro,MNE,2021-06-26,285056,149912,135144,1506,45.39,23.87,21.52,2398,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,June,Europe
Montenegro,MNE,2021-09-06,252253,142558,109695,4089,40.16,22.7,17.47,6511,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,September,Europe
Montenegro,MNE,2021-01-07,290246,151082,139164,1215,46.21,24.06,22.16,1935,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,January,Europe
Montenegro,MNE,2021-06-24,281741,149220,132521,1643,44.86,23.76,21.1,2616,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,2021,June,Europe
Nepal,NPL,2021-12-07,3690999,2611807,1079192,45605,12.44,8.8,3.64,1537,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,December,Asia
Nepal,NPL,2021-11-07,3653173,2611807,1041366,41303,12.31,8.8,3.51,1392,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,November,Asia
Nepal,NPL,2021-09-07,3576315,2611807,964508,30595,12.05,8.8,3.25,1031,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-04-07,3364051,2606005,758046,4304,11.34,8.78,2.55,145,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,April,Asia
Nepal,NPL,2021-05-07,3371761,2611807,759954,4540,11.36,8.8,2.56,153,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-03-07,3362828,2604866,757962,4410,11.33,8.78,2.55,149,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,March,Asia
Nepal,NPL,2021-07-13,3714937,2611807,1103130,42500,12.52,8.8,3.72,1432,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-01-07,3361468,2604866,756602,8302,11.33,8.78,2.55,280,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,January,Asia
Nepal,NPL,2021-07-07,3463107,2611807,851300,15253,11.67,8.8,2.87,514,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-14,3730344,2621476,1108868,38177,12.57,8.83,3.74,1287,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-25,4781216,3383038,1398178,93156,16.11,11.4,4.71,3139,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-17,4039720,2912850,1126870,60711,13.61,9.82,3.8,2046,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-18,4129122,2999214,1129908,67993,13.91,10.11,3.81,2291,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-20,4309086,3150956,1158130,84878,14.52,10.62,3.9,2860,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-22,4589970,3308730,1281240,111686,15.47,11.15,4.32,3764,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-23,4661963,3349951,1312012,110853,15.71,11.29,4.42,3736,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-24,4743274,3377228,1366046,100508,15.98,11.38,4.6,3387,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-26,4828570,3405154,1423416,87067,16.27,11.47,4.8,2934,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-27,4920010,3462340,1457670,87275,16.58,11.67,4.91,2941,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-28,5047355,3544043,1503312,85404,17.01,11.94,5.07,2878,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-06-30,3356335,2601316,755019,9611,11.31,8.77,2.54,324,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-07-16,3885991,2765709,1120282,44239,13.1,9.32,3.78,1491,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-06-29,3354095,2599553,754542,11334,11.3,8.76,2.54,382,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-05-23,2666669,2113080,553589,20390,8.99,7.12,1.87,687,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-06-27,3333921,2583790,750131,12539,11.23,8.71,2.53,423,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-07-29,5199536,3650733,1548803,87081,17.52,12.3,5.22,2934,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-07-05,2453512,2091511,362001,40222,8.27,7.05,1.22,1355,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-05-18,2539590,2113080,426510,7825,8.56,7.12,1.44,264,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-20,2596711,2113080,483631,13750,8.75,7.12,1.63,463,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-21,2627333,2113080,514253,17006,8.85,7.12,1.73,573,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-22,2644648,2113080,531568,18362,8.91,7.12,1.79,619,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-24,2706835,2113080,593755,25010,9.12,7.12,2.0,843,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-25,2727193,2113080,614113,26800,9.19,7.12,2.07,903,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-26,2741964,2113080,628884,24830,9.24,7.12,2.12,837,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-27,2761148,2113080,648068,23491,9.3,7.12,2.18,792,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-28,2767931,2113080,654851,20085,9.33,7.12,2.21,677,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-29,2800019,2113080,686939,22196,9.44,7.12,2.31,748,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-05-30,2802596,2113080,689516,19418,9.44,7.12,2.32,654,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-06-06,2804574,2113080,691494,283,9.45,7.12,2.33,10,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-09-06,2861314,2169820,691494,8267,9.64,7.31,2.33,279,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-10-06,2936113,2244619,691494,18912,9.89,7.56,2.33,637,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-12-06,3074592,2383098,691494,38614,10.36,8.03,2.33,1301,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,December,Asia
Nepal,NPL,2021-06-15,3129621,2438127,691494,41031,10.55,8.22,2.33,1383,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-06-16,3153419,2461925,691494,41729,10.63,8.3,2.33,1406,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-06-19,3231849,2500196,731653,22465,10.89,8.43,2.47,757,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-06-26,3331960,2582375,749585,14302,11.23,8.7,2.53,482,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-06-28,3339983,2587873,752110,11362,11.26,8.72,2.53,383,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-07-31,5682627,3936724,1745903,134193,19.15,13.27,5.88,4522,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-01-08,5877759,4064288,1813471,156649,19.81,13.7,6.11,5279,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,January,Asia
Nepal,NPL,2021-10-18,14885262,8415067,6470195,14941,50.16,28.36,21.8,503,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-12-09,10940301,5773612,5166689,73051,36.87,19.46,17.41,2462,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,December,Asia
Nepal,NPL,2021-09-13,11032131,5833938,5198193,70850,37.18,19.66,17.52,2388,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-14,11120315,5877079,5243236,71962,37.47,19.8,17.67,2425,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-15,11419446,6004019,5415427,99306,38.48,20.23,18.25,3346,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-16,11530345,6057194,5473151,99759,38.86,20.41,18.44,3362,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-17,11590504,6083124,5507380,104183,39.06,20.5,18.56,3511,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-18,11760821,6198936,5561885,118710,39.63,20.89,18.74,4000,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-19,11782181,6203316,5578865,120269,39.7,20.9,18.8,4053,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-22,12015633,6262780,5752853,85170,40.49,21.1,19.39,2870,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-23,12154018,6293089,5860929,89096,40.96,21.21,19.75,3002,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-24,12326608,6380586,5946022,105158,41.54,21.5,20.04,3544,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-25,12543333,6528392,6014941,111787,42.27,22.0,20.27,3767,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-26,12645634,6609233,6036401,123350,42.61,22.27,20.34,4157,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-27,12958508,6793456,6165052,156930,43.67,22.89,20.78,5288,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-28,13166598,6960828,6205770,175540,44.37,23.46,20.91,5915,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-29,13452743,7214742,6238001,205301,45.33,24.31,21.02,6918,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-30,13742124,7456384,6285740,226872,46.31,25.13,21.18,7645,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-10-21,15048288,8562365,6485923,28255,50.71,28.85,21.86,952,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-10-14,14857561,8388402,6469159,59754,50.07,28.27,21.8,2014,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-10-13,14852777,8383887,6468890,67236,50.05,28.25,21.8,2266,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-12-10,14850502,8381727,6468775,75393,50.04,28.25,21.8,2541,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,December,Asia
Nepal,NPL,2021-11-10,14780678,8317902,6462776,84403,49.81,28.03,21.78,2844,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,November,Asia
Nepal,NPL,2021-10-10,14653146,8202502,6450644,83406,49.38,27.64,21.74,2811,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-11-09,10929852,5769328,5160524,79155,36.83,19.44,17.39,2667,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,November,Asia
Nepal,NPL,2021-09-10,14574219,8127262,6446957,75904,49.11,27.39,21.73,2558,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-07-10,14439285,8008854,6430431,99594,48.66,26.99,21.67,3356,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-06-10,14382127,7962647,6419480,132769,48.47,26.83,21.63,4474,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-05-10,14322751,7913555,6409196,165165,48.27,26.67,21.6,5566,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-04-10,14189855,7805683,6384172,175907,47.82,26.3,21.51,5928,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,April,Asia
Nepal,NPL,2021-03-10,14069307,7716985,6352322,203382,47.41,26.01,21.41,6854,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,March,Asia
Nepal,NPL,2021-02-10,14042888,7694609,6348279,214222,47.32,25.93,21.39,7219,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,February,Asia
Nepal,NPL,2021-08-10,14483226,8041594,6441632,84389,48.81,27.1,21.71,2844,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-10-09,10861222,5740345,5120877,84722,36.6,19.34,17.26,2855,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-02-08,6163462,4163251,2000211,190699,20.77,14.03,6.74,6426,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,February,Asia
Nepal,NPL,2021-07-09,10616578,5603757,5012821,116795,35.78,18.88,16.89,3936,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-03-08,6257243,4254540,2002703,191033,21.09,14.34,6.75,6438,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,March,Asia
Nepal,NPL,2021-04-08,6372398,4297612,2074786,189292,21.47,14.48,6.99,6379,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,April,Asia
Nepal,NPL,2021-05-08,6490177,4359277,2130900,184377,21.87,14.69,7.18,6213,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-06-08,6611076,4403021,2208055,167142,22.28,14.84,7.44,5632,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-07-08,6802415,4442622,2359793,159970,22.92,14.97,7.95,5391,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,July,Asia
Nepal,NPL,2021-08-08,6986451,4494269,2492182,158385,23.54,15.15,8.4,5337,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-09-08,7131481,4525435,2606046,138288,24.03,15.25,8.78,4660,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-09-09,10832033,5729789,5102244,104024,36.5,19.31,17.19,3505,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,September,Asia
Nepal,NPL,2021-10-08,7263702,4541682,2722020,143780,24.48,15.3,9.17,4845,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,October,Asia
Nepal,NPL,2021-11-08,7458913,4570553,2888360,155216,25.14,15.4,9.73,5231,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,November,Asia
Nepal,NPL,2021-12-08,7515766,4593526,2922240,146513,25.33,15.48,9.85,4937,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,December,Asia
Nepal,NPL,2021-08-14,7977896,4674318,3303578,167926,26.88,15.75,11.13,5659,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-16,8207001,4716936,3490065,153646,27.66,15.9,11.76,5178,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-17,8351529,4764856,3586673,155404,28.14,16.06,12.09,5237,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-18,8435662,4785902,3649760,139536,28.43,16.13,12.3,4702,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-15,8048666,4684509,3364157,151745,27.12,15.79,11.34,5114,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-20,8706701,4907523,3799178,137124,29.34,16.54,12.8,4621,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-06-09,10536178,5573419,4962759,117470,35.51,18.78,16.72,3959,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,June,Asia
Nepal,NPL,2021-05-09,10428946,5533794,4895152,130609,35.14,18.65,16.5,4401,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,May,Asia
Nepal,NPL,2021-04-09,10375764,5511929,4863835,151468,34.96,18.57,16.39,5104,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,April,Asia
Nepal,NPL,2021-03-09,10268166,5472793,4795373,164554,34.6,18.44,16.16,5545,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,March,Asia
Nepal,NPL,2021-08-19,8526673,4817985,3708688,144415,28.73,16.24,12.5,4867,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-01-09,10092164,5424836,4667328,175110,34.01,18.28,15.73,5901,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,January,Asia
Nepal,NPL,2021-08-31,9799013,5339252,4459761,137879,33.02,17.99,15.03,4646,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-02-09,10103864,5425888,4677976,166777,34.05,18.28,15.76,5620,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,February,Asia
Nepal,NPL,2021-08-27,9116287,5063522,4052765,58512,30.72,17.06,13.66,1972,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-26,8936422,4986893,3949529,58536,30.11,16.81,13.31,1973,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-25,8866396,4956455,3909941,61533,29.88,16.7,13.18,2074,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-23,8801330,4943732,3857598,84904,29.66,16.66,13.0,2861,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-22,8788986,4942250,3846736,105760,29.62,16.65,12.96,3564,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-21,8770664,4935056,3835608,113253,29.56,16.63,12.93,3816,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Nepal,NPL,2021-08-30,9713885,5317483,4396402,130365,32.73,17.92,14.82,4393,"Covaxin, Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V",World Health Organization,2021,August,Asia
Netherlands,NLD,2021-01-08,20941700,12270423,9287820,116038,121.94,71.45,54.08,6757,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the Netherlands,2021,January,Europe
Netherlands,NLD,2021-06-20,13875172,9105026,5220116,204689,80.8,53.02,30.4,11919,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the Netherlands,2021,June,Europe
